"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4626","transferData_privateBackend()","","Mon Sep 01 03:50:20 GMT 2025","passed","Mon Sep 01 03:50:25 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend"
"","69","Policy is accepted Managed Legal Entity BPNL","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1277","The authentication token misses required claims: audience","","Mon Sep 01 03:49:25 GMT 2025","passed","Mon Sep 01 03:49:26 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","4066","transferData_privateBackend_withConsumerDataPlane()","","Mon Sep 01 03:51:33 GMT 2025","passed","Mon Sep 01 03:51:37 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","141","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon Sep 01 03:49:30 GMT 2025","passed","Mon Sep 01 03:49:30 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","10","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon Sep 01 03:51:17 GMT 2025","passed","Mon Sep 01 03:51:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","578","Verify HTTP 403 response when refreshing the token is not allowed","","Mon Sep 01 03:50:38 GMT 2025","passed","Mon Sep 01 03:50:39 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","2183","transferFile_success()","","Mon Sep 01 03:51:27 GMT 2025","passed","Mon Sep 01 03:51:29 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","44","Policy is accepted Access policy with empty permission","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","55","Policy is accepted Warranty Definition","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","10579","azureBlobPush_withoutDestFolder()","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:57 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withoutDestFolder"
"","45","Policy is accepted Confidential Information Measures","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6722","httpPushDataTransfer()","","Mon Sep 01 03:52:45 GMT 2025","passed","Mon Sep 01 03:52:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer"
"","4362","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 03:52:22 GMT 2025","passed","Mon Sep 01 03:52:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","2972","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 03:50:29 GMT 2025","passed","Mon Sep 01 03:50:32 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","31","Policy is accepted Data Usage End Duration Days","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","71","BusinessPartnerUpdated event is published","","Mon Sep 01 03:49:34 GMT 2025","passed","Mon Sep 01 03:49:34 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","4619","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 03:52:05 GMT 2025","passed","Mon Sep 01 03:52:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","60","Policy is accepted In force date policy","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3993","transferData_privateBackend()","","Mon Sep 01 03:51:36 GMT 2025","passed","Mon Sep 01 03:51:40 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","8826","transferFile_withBucketCreation_success()","","Mon Sep 01 03:51:01 GMT 2025","passed","Mon Sep 01 03:51:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","70","Provider gets 200 when asset selector has a valid criterion","","Mon Sep 01 03:50:29 GMT 2025","passed","Mon Sep 01 03:50:29 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","62","Policy is accepted Liability","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3031","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 03:50:32 GMT 2025","passed","Mon Sep 01 03:50:35 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","158","refreshEdr_whenNotFound()","","Mon Sep 01 03:50:38 GMT 2025","passed","Mon Sep 01 03:50:38 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","26","Policy is not accepted Usage policy obligation with not allowed constraints","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","164","4.3.3 Verify invalid access token - jti","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenJtiUsedTwice"
"","2418","Consumer gets cached catalog with provider entry","","Mon Sep 01 03:50:34 GMT 2025","passed","Mon Sep 01 03:50:37 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","1274","BusinessPartnerCreated event is published","","Mon Sep 01 03:49:32 GMT 2025","passed","Mon Sep 01 03:49:34 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","333","Expect the Catalog request to fail if a credential is revoked","","Mon Sep 01 03:50:57 GMT 2025","passed","Mon Sep 01 03:50:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","4023","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 03:51:37 GMT 2025","passed","Mon Sep 01 03:51:41 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","74","Policy is accepted DataExchangeGovernance use case","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6033","azureBlobPush_withDestFolder()","","Mon Sep 01 03:49:57 GMT 2025","passed","Mon Sep 01 03:50:03 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","73","5.4.2.2 Verifier should accept a presentation response message that contains more credentials than requested","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_02_presentationResponse_tooManyCredentials"
"","1304","Refresh token is null or empty (missing) [1] null","","Mon Sep 01 03:49:18 GMT 2025","passed","Mon Sep 01 03:49:20 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","50","Policy is accepted Jurisdiction Location","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","68","Policy is accepted Data Frequency","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","47","Policy is accepted Contract reference","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","28","Policy is accepted DataExchangeGovernance use case","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1509","shouldDelegateAuth()","","Mon Sep 01 03:50:13 GMT 2025","passed","Mon Sep 01 03:50:15 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","38","4.3.3 Verify invalid access token - expired","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","50","4.3.3 Verify invalid access token - iss and sub different","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidSub"
"","56","Policy is accepted Liability","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","578","Verify HTTP 200 response and body when refreshing succeeds","","Mon Sep 01 03:50:44 GMT 2025","passed","Mon Sep 01 03:50:45 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","32","Policy is accepted Jurisdiction Location Reference","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5834","transferData_withSuspendResume()","","Mon Sep 01 03:51:00 GMT 2025","passed","Mon Sep 01 03:51:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","34","Policy is accepted Data Frequency","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","50","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","51","Policy is accepted Affiliates BPNL","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","25","Policy is not accepted Usage policy permission with not allowed constraints","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2049","transferFile_s3ToAzure(Vault)","","Mon Sep 01 03:51:13 GMT 2025","passed","Mon Sep 01 03:51:15 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","230","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Sep 01 03:50:14 GMT 2025","passed","Mon Sep 01 03:50:14 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
"","2768","transferFile_azureToS3MultipleFiles(Vault)","","Mon Sep 01 03:51:09 GMT 2025","passed","Mon Sep 01 03:51:11 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","24","Policy is accepted Affiliates Region","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","158","triggerDataTransfer_shouldFail_whenDataFlowIsFinite()","","Mon Sep 01 03:49:29 GMT 2025","passed","Mon Sep 01 03:49:29 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsFinite"
"","46","Policy is accepted ContractTermination","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","43","Policy is accepted Exclusive Usage","","Mon Sep 01 03:49:46 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon Sep 01 03:51:17 GMT 2025","passed","Mon Sep 01 03:51:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","257","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","Mon Sep 01 03:50:14 GMT 2025","passed","Mon Sep 01 03:50:14 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_shouldReject"
"","3267","Run TCK Presentation Flow tests","","Mon Sep 01 03:49:26 GMT 2025","passed","Mon Sep 01 03:49:29 GMT 2025","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","67","Policy is accepted Affiliates Region","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","72","5.4.3.6 Verifier should reject a credential that is not yet valid","","Mon Sep 01 03:49:28 GMT 2025","passed","Mon Sep 01 03:49:29 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_notYetValidCredential"
"","12163","shouldTransferOneGbFile()","","Mon Sep 01 03:51:30 GMT 2025","passed","Mon Sep 01 03:51:42 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","14726","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Sep 01 03:50:35 GMT 2025","passed","Mon Sep 01 03:50:50 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","372","Provider gets 400 when empty asset selector is used","","Mon Sep 01 03:50:28 GMT 2025","passed","Mon Sep 01 03:50:29 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","2993","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 03:51:06 GMT 2025","passed","Mon Sep 01 03:51:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","15847","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon Sep 01 03:50:03 GMT 2025","passed","Mon Sep 01 03:50:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","5044","transferData_success_withProxyOriginalResponse()","","Mon Sep 01 03:52:09 GMT 2025","passed","Mon Sep 01 03:52:14 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","8561","transferData_withAutomaticRefresh()","","Mon Sep 01 03:53:57 GMT 2025","passed","Mon Sep 01 03:54:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withAutomaticRefresh"
"","4006","transferData_privateBackend_withConsumerDataPlane()","","Mon Sep 01 03:50:25 GMT 2025","passed","Mon Sep 01 03:50:29 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","14296","transferData_withTerminate()","","Mon Sep 01 03:50:38 GMT 2025","passed","Mon Sep 01 03:50:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","3668","Contract policy is fulfilled MembershipCredential","","Mon Sep 01 03:50:58 GMT 2025","passed","Mon Sep 01 03:51:02 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","7782","transferData_withSuspendResume()","","Mon Sep 01 03:52:14 GMT 2025","passed","Mon Sep 01 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","15255","transferData_withTerminate()","","Mon Sep 01 03:51:49 GMT 2025","passed","Mon Sep 01 03:52:05 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","37","Policy is accepted Warranty Definition","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","40","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon Sep 01 03:49:29 GMT 2025","passed","Mon Sep 01 03:49:29 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","712","4.3.3 Verify invalid access token - nbf in future","","Mon Sep 01 03:49:27 GMT 2025","passed","Mon Sep 01 03:49:28 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","75","Policy is accepted Precedence","","Mon Sep 01 03:49:45 GMT 2025","passed","Mon Sep 01 03:49:46 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","35","Policy is accepted Managed Legal Entity BPNL","","Mon Sep 01 03:49:47 GMT 2025","passed","Mon Sep 01 03:49:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","289","Expect the Catalog request to fail if a credential is revoked","","Mon Sep 01 03:51:43 GMT 2025","passed","Mon Sep 01 03:51:43 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
